기준일자,주요국가대륙명,국가명,목적구분,인원,전년동기,증감률
202303,아시아,스리랑카,유학연수,37.0,19.0,94.7
202303,아시아,스리랑카,기타,1801.0,742.0,142.7
202303,아시아,스리랑카,전체,1996.0,817.0,144.3
202303,아시아,방글라데시,관광,120.0,87.0,37.9
202303,아시아,방글라데시,상용,51.0,9.0,466.7
202303,아시아,방글라데시,공용,24.0,6.0,300.0
202303,아시아,방글라데시,유학연수,326.0,203.0,60.6
202303,아시아,방글라데시,기타,1241.0,593.0,109.3
202303,아시아,방글라데시,전체,1762.0,898.0,96.2
202303,아시아,파키스탄,관광,177.0,18.0,883.3
202303,아시아,파키스탄,상용,129.0,45.0,186.7
202303,아시아,파키스탄,공용,7.0,1.0,600.0
202303,아시아,파키스탄,유학연수,205.0,55.0,272.7
202303,아시아,파키스탄,기타,592.0,371.0,59.6
202303,아시아,파키스탄,전체,1110.0,490.0,126.5
202303,아시아,이스라엘,관광,1509.0,38.0,3_871.1
202303,아시아,이스라엘,상용,6.0,33.0,-81.8
202303,아시아,이스라엘,공용,0.0,1.0,-100.0
202303,아시아,이스라엘,유학연수,3.0,2.0,50.0
202303,아시아,이스라엘,기타,28.0,33.0,-15.2
202303,아시아,이스라엘,전체,1546.0,107.0,1_344.9
202303,아시아,이란,관광,160.0,57.0,180.7
202303,아시아,이란,상용,36.0,1.0,3_500.0
202303,아시아,이란,공용,1.0,0.0,0
202303,아시아,이란,유학연수,14.0,15.0,-6.7
202303,아시아,이란,기타,34.0,71.0,-52.1
202303,아시아,이란,전체,245.0,144.0,70.1
202303,아시아,기타,관광,1268.0,72.0,1_661.1
202303,아시아,기타,상용,727.0,330.0,120.3
202303,아시아,기타,공용,170.0,31.0,448.4
202303,아시아,기타,유학연수,579.0,159.0,264.2
202303,아시아,기타,기타,4547.0,1760.0,158.4
202303,아시아,기타,전체,7291.0,2352.0,210.0
202303,아메리카,연도대륙,관광,86106.0,6161.0,1_297.6
202303,아메리카,연도대륙,상용,389.0,112.0,247.3
202303,아메리카,연도대륙,공용,2757.0,1058.0,160.6
202303,아메리카,연도대륙,유학연수,247.0,148.0,66.9
202303,아메리카,연도대륙,기타,19823.0,12911.0,53.5
202303,아메리카,연도대륙,전체,109322.0,20390.0,436.2
202303,아메리카,미국,관광,68109.0,5733.0,1_088.0
202303,아메리카,미국,상용,269.0,62.0,333.9
202303,아메리카,미국,공용,2652.0,1036.0,156.0
202303,아메리카,미국,유학연수,136.0,50.0,172.0
202303,아메리카,미국,기타,15264.0,10087.0,51.3
202303,아메리카,미국,전체,86430.0,16968.0,409.4
202303,아메리카,캐나다,관광,13541.0,293.0,4_521.5
202303,아메리카,캐나다,상용,40.0,26.0,53.8
202303,아메리카,캐나다,공용,59.0,4.0,1_375.0
202303,아메리카,캐나다,유학연수,13.0,15.0,-13.3
202303,아메리카,캐나다,기타,3213.0,2343.0,37.1
202303,아메리카,캐나다,전체,16866.0,2681.0,529.1
202303,아메리카,브라질,관광,1197.0,19.0,6_200.0
202303,아메리카,브라질,상용,35.0,11.0,218.2
202303,아메리카,브라질,공용,9.0,7.0,28.6
202303,아메리카,브라질,유학연수,21.0,15.0,40.0
202303,아메리카,브라질,기타,337.0,140.0,140.7
202303,아메리카,브라질,전체,1599.0,192.0,732.8
202303,아메리카,멕시코,관광,1111.0,67.0,1_558.2
202303,아메리카,멕시코,상용,15.0,1.0,1_400.0
202303,아메리카,멕시코,공용,10.0,2.0,400.0
202303,아메리카,멕시코,유학연수,23.0,16.0,43.8
202303,아메리카,멕시코,기타,275.0,212.0,29.7
202303,아메리카,멕시코,전체,1434.0,298.0,381.2
202303,아메리카,기타,관광,2148.0,49.0,4_283.7
202303,아메리카,기타,상용,30.0,12.0,150.0
202303,아메리카,기타,공용,27.0,9.0,200.0
202303,아메리카,기타,유학연수,54.0,52.0,3.8
202303,아메리카,기타,기타,734.0,129.0,469.0
202303,아메리카,기타,전체,2993.0,251.0,1_092.4
202303,유럽,연도대륙,관광,57758.0,3705.0,1_458.9
202303,유럽,연도대륙,상용,685.0,247.0,177.3
202303,유럽,연도대륙,공용,163.0,94.0,73.4
202303,유럽,연도대륙,유학연수,805.0,543.0,48.3
202303,유럽,연도대륙,기타,15370.0,8551.0,79.7
202303,유럽,연도대륙,전체,74781.0,13140.0,469.1
202303,유럽,러시아,관광,6907.0,297.0,2_225.6
202303,유럽,러시아,상용,73.0,71.0,2.8
202303,유럽,러시아,공용,9.0,0.0,0
202303,유럽,러시아,유학연수,183.0,109.0,67.9
202303,유럽,러시아,기타,5966.0,1870.0,219.0
202303,유럽,러시아,전체,13138.0,2347.0,459.8
202303,유럽,영국,관광,9824.0,535.0,1_736.3
202303,유럽,영국,상용,76.0,26.0,192.3
202303,유럽,영국,공용,8.0,51.0,-84.3
202303,유럽,영국,유학연수,46.0,17.0,170.6
202303,유럽,영국,기타,842.0,366.0,130.1
202303,유럽,영국,전체,10796.0,995.0,985.0
202303,유럽,독일,관광,10262.0,531.0,1_832.6
202303,유럽,독일,상용,132.0,43.0,207.0
202303,유럽,독일,공용,17.0,7.0,142.9
202303,유럽,독일,유학연수,92.0,43.0,114.0
202303,유럽,독일,기타,1584.0,1178.0,34.5
202303,유럽,독일,전체,12087.0,1802.0,570.8
202303,유럽,프랑스,관광,8052.0,369.0,2_082.1
202303,유럽,프랑스,상용,147.0,43.0,241.9
202303,유럽,프랑스,공용,46.0,14.0,228.6
202303,유럽,프랑스,유학연수,234.0,100.0,134.0
202303,유럽,프랑스,기타,995.0,1166.0,-14.7
202303,유럽,프랑스,전체,9474.0,1692.0,459.9
202303,유럽,이탈리아,관광,3235.0,205.0,1_478.0
202303,유럽,이탈리아,상용,33.0,4.0,725.0
202303,유럽,이탈리아,공용,10.0,0.0,0
202303,유럽,이탈리아,유학연수,35.0,32.0,9.4
202303,유럽,이탈리아,기타,524.0,243.0,115.6
202303,유럽,이탈리아,전체,3837.0,484.0,692.8
202303,유럽,네덜란드,관광,2546.0,128.0,1_889.1
202303,유럽,네덜란드,상용,14.0,4.0,250.0
202303,유럽,네덜란드,공용,4.0,2.0,100.0
202303,유럽,네덜란드,유학연수,13.0,12.0,8.3
202303,유럽,네덜란드,기타,1357.0,833.0,62.9
202303,유럽,네덜란드,전체,3934.0,979.0,301.8
202303,유럽,우크라이나,관광,386.0,209.0,84.7
202303,유럽,우크라이나,상용,29.0,3.0,866.7
202303,유럽,우크라이나,공용,3.0,1.0,200.0
202303,유럽,우크라이나,유학연수,11.0,8.0,37.5
202303,유럽,우크라이나,기타,745.0,792.0,-5.9
202303,유럽,우크라이나,전체,1174.0,1013.0,15.9
202303,유럽,스페인,관광,2256.0,138.0,1_534.8
202303,유럽,스페인,상용,12.0,7.0,71.4
202303,유럽,스페인,공용,6.0,3.0,100.0
202303,유럽,스페인,유학연수,55.0,136.0,-59.6
202303,유럽,스페인,기타,192.0,112.0,71.4
202303,유럽,스페인,전체,2521.0,396.0,536.6
202303,유럽,루마니아,관광,669.0,204.0,227.9
202303,유럽,루마니아,상용,10.0,4.0,150.0
202303,유럽,루마니아,공용,5.0,3.0,66.7
202303,유럽,루마니아,유학연수,3.0,1.0,200.0
202303,유럽,루마니아,기타,308.0,205.0,50.2
202303,유럽,루마니아,전체,995.0,417.0,138.6
202303,유럽,노르웨이,관광,926.0,30.0,2_986.7
202303,유럽,노르웨이,상용,20.0,2.0,900.0
202303,유럽,노르웨이,공용,2.0,0.0,0
202303,유럽,노르웨이,유학연수,15.0,1.0,1_400.0
202303,유럽,노르웨이,기타,35.0,27.0,29.6
202303,유럽,노르웨이,전체,998.0,60.0,1_563.3
202303,유럽,스웨덴,관광,1269.0,93.0,1_264.5
202303,유럽,스웨덴,상용,21.0,7.0,200.0
202303,유럽,스웨덴,공용,1.0,1.0,0.0
202303,유럽,스웨덴,유학연수,7.0,10.0,-30.0
202303,유럽,스웨덴,기타,64.0,27.0,137.0
202303,유럽,스웨덴,전체,1362.0,138.0,887.0
202303,유럽,폴란드,관광,1467.0,129.0,1_037.2
202303,유럽,폴란드,상용,10.0,1.0,900.0
202303,유럽,폴란드,공용,2.0,1.0,100.0
202303,유럽,폴란드,유학연수,23.0,8.0,187.5
202303,유럽,폴란드,기타,582.0,251.0,131.9
202303,유럽,폴란드,전체,2084.0,390.0,434.4
202303,유럽,스위스,관광,1496.0,72.0,1_977.8
202303,유럽,스위스,상용,8.0,1.0,700.0
202303,유럽,스위스,공용,1.0,1.0,0.0
202303,유럽,스위스,유학연수,21.0,12.0,75.0
202303,유럽,스위스,기타,72.0,31.0,132.3
202303,유럽,스위스,전체,1598.0,117.0,1_265.8
202303,유럽,포르투갈,관광,608.0,21.0,2_795.2
202303,유럽,포르투갈,상용,4.0,1.0,300.0
202303,유럽,포르투갈,공용,0.0,0.0,0
202303,유럽,포르투갈,유학연수,9.0,4.0,125.0
202303,유럽,포르투갈,기타,93.0,104.0,-10.6
202303,유럽,포르투갈,전체,714.0,130.0,449.2
202303,유럽,오스트리아,관광,979.0,49.0,1_898.0
202303,유럽,오스트리아,상용,6.0,2.0,200.0
202303,유럽,오스트리아,공용,4.0,0.0,0
202303,유럽,오스트리아,유학연수,4.0,3.0,33.3
202303,유럽,오스트리아,기타,162.0,118.0,37.3
202303,유럽,오스트리아,전체,1155.0,172.0,571.5
202303,유럽,핀란드,관광,630.0,21.0,2_900.0
202303,유럽,핀란드,상용,7.0,0.0,0
202303,유럽,핀란드,공용,1.0,0.0,0
202303,유럽,핀란드,유학연수,8.0,10.0,-20.0
202303,유럽,핀란드,기타,310.0,115.0,169.6
202303,유럽,핀란드,전체,956.0,146.0,554.8
202303,유럽,벨기에,관광,961.0,52.0,1_748.1
202303,유럽,벨기에,상용,16.0,6.0,166.7
202303,유럽,벨기에,공용,6.0,0.0,0
202303,유럽,벨기에,유학연수,11.0,7.0,57.1
202303,유럽,벨기에,기타,190.0,122.0,55.7
202303,유럽,벨기에,전체,1184.0,187.0,533.2
202303,유럽,크로아티아,관광,172.0,84.0,104.8
202303,유럽,크로아티아,상용,6.0,3.0,100.0
202303,유럽,크로아티아,공용,0.0,0.0,0
202303,유럽,크로아티아,유학연수,0.0,0.0,0
202303,유럽,크로아티아,기타,155.0,118.0,31.4
202303,유럽,크로아티아,전체,333.0,205.0,62.4
202303,유럽,그리스,관광,541.0,238.0,127.3
202303,유럽,그리스,상용,8.0,8.0,0.0
202303,유럽,그리스,공용,2.0,1.0,100.0
202303,유럽,그리스,유학연수,1.0,1.0,0.0
202303,유럽,그리스,기타,118.0,169.0,-30.2
202303,유럽,그리스,전체,670.0,417.0,60.7
202303,유럽,불가리아,관광,236.0,29.0,713.8
202303,유럽,불가리아,상용,1.0,0.0,0
202303,유럽,불가리아,공용,3.0,0.0,0
202303,유럽,불가리아,유학연수,1.0,2.0,-50.0
202303,유럽,불가리아,기타,117.0,203.0,-42.4
202303,유럽,불가리아,전체,358.0,234.0,53.0
202303,유럽,덴마크,관광,1201.0,53.0,2_166.0
202303,유럽,덴마크,상용,15.0,4.0,275.0
202303,유럽,덴마크,공용,4.0,1.0,300.0
202303,유럽,덴마크,유학연수,4.0,0.0,0
202303,유럽,덴마크,기타,88.0,49.0,79.6
202303,유럽,덴마크,전체,1312.0,107.0,1_126.2
202303,유럽,아일랜드,관광,683.0,29.0,2_255.2
202303,유럽,아일랜드,상용,7.0,2.0,250.0
202303,유럽,아일랜드,공용,1.0,1.0,0.0
202303,유럽,아일랜드,유학연수,3.0,1.0,200.0
202303,유럽,아일랜드,기타,69.0,47.0,46.8
202303,유럽,아일랜드,전체,763.0,80.0,853.8
202303,유럽,기타,관광,2452.0,189.0,1_197.4
202303,유럽,기타,상용,30.0,5.0,500.0
202303,유럽,기타,공용,28.0,7.0,300.0
202303,유럽,기타,유학연수,26.0,26.0,0.0
202303,유럽,기타,기타,802.0,405.0,98.0
202303,유럽,기타,전체,3338.0,632.0,428.2
202303,오세아니아,연도대륙,관광,14722.0,349.0,4_118.3
202303,오세아니아,연도대륙,상용,142.0,73.0,94.5
202303,오세아니아,연도대륙,공용,81.0,19.0,326.3
202303,오세아니아,연도대륙,유학연수,17.0,6.0,183.3
202303,오세아니아,연도대륙,기타,1986.0,565.0,251.5
202303,오세아니아,연도대륙,전체,16948.0,1012.0,1_574.7
202303,오세아니아,호주,관광,12669.0,306.0,4_040.2
202303,오세아니아,호주,상용,109.0,68.0,60.3
202303,오세아니아,호주,공용,73.0,14.0,421.4
202303,오세아니아,호주,유학연수,12.0,6.0,100.0
202303,오세아니아,호주,기타,1316.0,360.0,265.6
202303,오세아니아,호주,전체,14179.0,754.0,1_780.5
202303,오세아니아,뉴질랜드,관광,1982.0,40.0,4_855.0
202303,오세아니아,뉴질랜드,상용,33.0,5.0,560.0
202303,오세아니아,뉴질랜드,공용,4.0,4.0,0.0
202303,오세아니아,뉴질랜드,유학연수,0.0,0.0,0
202303,오세아니아,뉴질랜드,기타,627.0,171.0,266.7
202303,오세아니아,뉴질랜드,전체,2646.0,220.0,1_102.7
202303,오세아니아,기타,관광,71.0,3.0,2_266.7
202303,오세아니아,기타,상용,0.0,0.0,0
202303,오세아니아,기타,공용,4.0,1.0,300.0
202303,오세아니아,기타,유학연수,5.0,0.0,0
202303,오세아니아,기타,기타,43.0,34.0,26.5
202303,오세아니아,기타,전체,123.0,38.0,223.7
202303,아프리카,연도대륙,관광,1104.0,102.0,982.4
202303,아프리카,연도대륙,상용,340.0,233.0,45.9
202303,아프리카,연도대륙,공용,53.0,35.0,51.4
202303,아프리카,연도대륙,유학연수,302.0,183.0,65.0
202303,아프리카,연도대륙,기타,1919.0,802.0,139.3
202303,아프리카,연도대륙,전체,3718.0,1355.0,174.4
202303,아프리카,남아프리카공화국,관광,310.0,6.0,5_066.7
202303,아프리카,남아프리카공화국,상용,3.0,0.0,0
202303,아프리카,남아프리카공화국,공용,5.0,1.0,400.0
202303,아프리카,남아프리카공화국,유학연수,5.0,2.0,150.0
202303,아프리카,남아프리카공화국,기타,455.0,197.0,131.0
202303,아프리카,남아프리카공화국,전체,778.0,206.0,277.7
202303,아프리카,기타,관광,794.0,96.0,727.1
202303,아프리카,기타,상용,337.0,233.0,44.6
202303,아프리카,기타,공용,48.0,34.0,41.2
202303,아프리카,기타,유학연수,297.0,181.0,64.1
202303,아프리카,기타,기타,1464.0,605.0,142.0
202303,아프리카,기타,전체,2940.0,1149.0,155.9
202303,기타,연도대륙,관광,8.0,5.0,60.0
202303,기타,연도대륙,상용,0.0,0.0,0
202303,기타,연도대륙,공용,0.0,0.0,0
202303,기타,연도대륙,유학연수,0.0,0.0,0
202303,기타,연도대륙,기타,5.0,3.0,66.7
202303,기타,연도대륙,전체,13.0,8.0,62.5
202303,기타,기타,관광,8.0,5.0,60.0
202303,기타,기타,상용,0.0,0.0,0
202303,기타,기타,공용,0.0,0.0,0
202303,기타,기타,유학연수,0.0,0.0,0
202303,기타,기타,기타,5.0,3.0,66.7
202303,기타,기타,전체,13.0,8.0,62.5
202303,교포,연도대륙,관광,0.0,0.0,0
202303,교포,연도대륙,상용,0.0,0.0,0
202303,교포,연도대륙,공용,0.0,0.0,0
202303,교포,연도대륙,유학연수,0.0,0.0,0
202303,교포,연도대륙,기타,3710.0,1043.0,255.7
202303,교포,연도대륙,전체,3710.0,1043.0,255.7
202303,교포,교포,관광,0.0,0.0,0
202303,교포,교포,상용,0.0,0.0,0
202303,교포,교포,공용,0.0,0.0,0
202303,교포,교포,유학연수,0.0,0.0,0
202303,교포,교포,기타,3710.0,1043.0,255.7
202303,교포,교포,전체,3710.0,1043.0,255.7
202304,대륙전체,연도,관광,736870.0,57448.0,1_182.7
202304,대륙전체,연도,상용,9945.0,3259.0,205.2
202304,대륙전체,연도,공용,5603.0,1960.0,185.9
202304,대륙전체,연도,유학연수,6461.0,3126.0,106.7
202304,대륙전체,연도,기타,129897.0,62126.0,109.1
202304,대륙전체,연도,전체,888776.0,127919.0,594.8
202304,아시아,연도대륙,관광,512813.0,18923.0,2_610.0
202304,아시아,연도대륙,상용,8408.0,2555.0,229.1
202304,아시아,연도대륙,공용,1829.0,427.0,328.3
202304,아시아,연도대륙,유학연수,5874.0,2949.0,99.2
202304,아시아,연도대륙,기타,85210.0,37000.0,130.3
202304,아시아,연도대륙,전체,614134.0,61854.0,892.9
202304,아시아,중국,관광,75815.0,1857.0,3_982.7
202304,아시아,중국,상용,2380.0,318.0,648.4
202304,아시아,중국,공용,214.0,3.0,7_033.3
202304,아시아,중국,유학연수,3291.0,1034.0,218.3
202304,아시아,중국,기타,24267.0,7018.0,245.8
202304,아시아,중국,전체,105967.0,10230.0,935.8
202304,아시아,일본,관광,124741.0,535.0,23_216.1
202304,아시아,일본,상용,1317.0,622.0,111.7
202304,아시아,일본,공용,135.0,8.0,1_587.5
202304,아시아,일본,유학연수,256.0,124.0,106.5
202304,아시아,일본,기타,1860.0,942.0,97.5
202304,아시아,일본,전체,128309.0,2231.0,5_651.2
202304,아시아,대만,관광,76519.0,122.0,62_620.5
202304,아시아,대만,상용,201.0,121.0,66.1
202304,아시아,대만,공용,7.0,0.0,0
202304,아시아,대만,유학연수,113.0,26.0,334.6
202304,아시아,대만,기타,347.0,236.0,47.0
202304,아시아,대만,전체,77187.0,505.0,15_184.6
202304,아시아,홍콩,관광,37774.0,33.0,114_366.7
202304,아시아,홍콩,상용,37.0,65.0,-43.1
202304,아시아,홍콩,공용,3.0,0.0,0
202304,아시아,홍콩,유학연수,39.0,20.0,95.0
202304,아시아,홍콩,기타,285.0,22.0,1_195.5
202304,아시아,홍콩,전체,38138.0,140.0,27_141.4
202304,아시아,마카오,관광,1402.0,0.0,0
202304,아시아,마카오,상용,4.0,1.0,300.0
202304,아시아,마카오,공용,0.0,0.0,0
202304,아시아,마카오,유학연수,5.0,0.0,0
202304,아시아,마카오,기타,15.0,5.0,200.0
202304,아시아,마카오,전체,1426.0,6.0,23_666.7
202304,아시아,필리핀,관광,19543.0,3280.0,495.8
202304,아시아,필리핀,상용,517.0,34.0,1_420.6
202304,아시아,필리핀,공용,188.0,50.0,276.0
202304,아시아,필리핀,유학연수,39.0,65.0,-40.0
202304,아시아,필리핀,기타,14971.0,8709.0,71.9
202304,아시아,필리핀,전체,35258.0,12138.0,190.5
202304,아시아,인도네시아,관광,16958.0,1314.0,1_190.6
202304,아시아,인도네시아,상용,154.0,18.0,755.6
202304,아시아,인도네시아,공용,117.0,43.0,172.1
202304,아시아,인도네시아,유학연수,59.0,48.0,22.9
202304,아시아,인도네시아,기타,5993.0,2908.0,106.1
202304,아시아,인도네시아,전체,23281.0,4331.0,437.5
202304,아시아,태국,관광,50612.0,2581.0,1_860.9
202304,아시아,태국,상용,74.0,51.0,45.1
202304,아시아,태국,공용,216.0,19.0,1_036.8
202304,아시아,태국,유학연수,54.0,26.0,107.7
202304,아시아,태국,기타,3475.0,987.0,252.1
202304,아시아,태국,전체,54431.0,3664.0,1_385.6
202304,아시아,베트남,관광,28227.0,472.0,5_880.3
202304,아시아,베트남,상용,589.0,108.0,445.4
202304,아시아,베트남,공용,239.0,29.0,724.1
202304,아시아,베트남,유학연수,1414.0,990.0,42.8
202304,아시아,베트남,기타,10171.0,2442.0,316.5
202304,아시아,베트남,전체,40640.0,4041.0,905.7
202304,아시아,인도,관광,3761.0,848.0,343.5
202304,아시아,인도,상용,1679.0,431.0,289.6
202304,아시아,인도,공용,26.0,13.0,100.0
202304,아시아,인도,유학연수,35.0,34.0,2.9
202304,아시아,인도,기타,4221.0,1788.0,136.1
202304,아시아,인도,전체,9722.0,3114.0,212.2
202304,아시아,말레이시아,관광,23955.0,803.0,2_883.2
202304,아시아,말레이시아,상용,81.0,36.0,125.0
202304,아시아,말레이시아,공용,8.0,0.0,0
202304,아시아,말레이시아,유학연수,20.0,16.0,25.0
202304,아시아,말레이시아,기타,1615.0,425.0,280.0
202304,아시아,말레이시아,전체,25679.0,1280.0,1_906.2
202304,아시아,싱가포르,관광,29560.0,3381.0,774.3
202304,아시아,싱가포르,상용,314.0,152.0,106.6
202304,아시아,싱가포르,공용,19.0,3.0,533.3
202304,아시아,싱가포르,유학연수,15.0,3.0,400.0
202304,아시아,싱가포르,기타,1236.0,266.0,364.7
202304,아시아,싱가포르,전체,31144.0,3805.0,718.5
202304,아시아,몽골,관광,9056.0,418.0,2_066.5
202304,아시아,몽골,상용,38.0,19.0,100.0
202304,아시아,몽골,공용,190.0,117.0,62.4
202304,아시아,몽골,유학연수,188.0,156.0,20.5
202304,아시아,몽골,기타,437.0,308.0,41.9
202304,아시아,몽골,전체,9909.0,1018.0,873.4
202304,아시아,우즈베키스탄,관광,653.0,34.0,1_820.6
202304,아시아,우즈베키스탄,상용,178.0,45.0,295.6
202304,아시아,우즈베키스탄,공용,3.0,17.0,-82.4
202304,아시아,우즈베키스탄,유학연수,130.0,80.0,62.5
202304,아시아,우즈베키스탄,기타,2321.0,1278.0,81.6
202304,아시아,우즈베키스탄,전체,3285.0,1454.0,125.9
202304,아시아,미얀마,관광,995.0,1211.0,-17.8
202304,아시아,미얀마,상용,60.0,8.0,650.0
202304,아시아,미얀마,공용,22.0,0.0,0
202304,아시아,미얀마,유학연수,35.0,33.0,6.1
202304,아시아,미얀마,기타,3050.0,3476.0,-12.3
202304,아시아,미얀마,전체,4162.0,4728.0,-12.0
202304,아시아,GCC,관광,1962.0,228.0,760.5
202304,아시아,GCC,상용,10.0,35.0,-71.4
202304,아시아,GCC,공용,9.0,6.0,50.0
202304,아시아,GCC,유학연수,32.0,9.0,255.6
202304,아시아,GCC,기타,217.0,67.0,223.9
202304,아시아,GCC,전체,2230.0,345.0,546.4
202304,아시아,카자흐스탄,관광,2439.0,408.0,497.8
202304,아시아,카자흐스탄,상용,10.0,3.0,233.3
202304,아시아,카자흐스탄,공용,13.0,8.0,62.5
202304,아시아,카자흐스탄,유학연수,14.0,26.0,-46.2
202304,아시아,카자흐스탄,기타,1107.0,384.0,188.3
202304,아시아,카자흐스탄,전체,3583.0,829.0,332.2
202304,아시아,튀르키예,관광,1898.0,799.0,137.5
202304,아시아,튀르키예,상용,20.0,22.0,-9.1
202304,아시아,튀르키예,공용,21.0,6.0,250.0
202304,아시아,튀르키예,유학연수,14.0,8.0,75.0
202304,아시아,튀르키예,기타,1228.0,557.0,120.5
202304,아시아,튀르키예,전체,3181.0,1392.0,128.5
202304,아시아,캄보디아,관광,2040.0,45.0,4_433.3
202304,아시아,캄보디아,상용,3.0,0.0,0
202304,아시아,캄보디아,공용,106.0,28.0,278.6
202304,아시아,캄보디아,유학연수,4.0,9.0,-55.6
202304,아시아,캄보디아,기타,2006.0,944.0,112.5
202304,아시아,캄보디아,전체,4159.0,1026.0,305.4
202304,아시아,스리랑카,관광,186.0,43.0,332.6
202304,아시아,스리랑카,상용,27.0,5.0,440.0
202304,아시아,스리랑카,공용,4.0,0.0,0
202304,아시아,스리랑카,유학연수,4.0,9.0,-55.6
202304,아시아,스리랑카,기타,1105.0,554.0,99.5
202304,아시아,스리랑카,전체,1326.0,611.0,117.0
202304,아시아,방글라데시,관광,172.0,59.0,191.5
202304,아시아,방글라데시,상용,57.0,27.0,111.1
202304,아시아,방글라데시,공용,22.0,7.0,214.3
202304,아시아,방글라데시,유학연수,18.0,36.0,-50.0
202304,아시아,방글라데시,기타,892.0,988.0,-9.7
202304,아시아,방글라데시,전체,1161.0,1117.0,3.9
202304,아시아,파키스탄,관광,170.0,46.0,269.6
202304,아시아,파키스탄,상용,73.0,47.0,55.3
202304,아시아,파키스탄,공용,16.0,1.0,1_500.0
202304,아시아,파키스탄,유학연수,18.0,130.0,-86.2
202304,아시아,파키스탄,기타,456.0,413.0,10.4
202304,아시아,파키스탄,전체,733.0,637.0,15.1
202304,아시아,이스라엘,관광,2226.0,193.0,1_053.4
202304,아시아,이스라엘,상용,5.0,15.0,-66.7
202304,아시아,이스라엘,공용,0.0,0.0,0
202304,아시아,이스라엘,유학연수,2.0,1.0,100.0
202304,아시아,이스라엘,기타,38.0,32.0,18.8
202304,아시아,이스라엘,전체,2271.0,241.0,842.3
202304,아시아,이란,관광,86.0,43.0,100.0
202304,아시아,이란,상용,70.0,2.0,3_400.0
202304,아시아,이란,공용,0.0,0.0,0
202304,아시아,이란,유학연수,8.0,4.0,100.0
202304,아시아,이란,기타,23.0,18.0,27.8
202304,아시아,이란,전체,187.0,67.0,179.1
202304,아시아,기타,관광,2063.0,170.0,1_113.5
202304,아시아,기타,상용,510.0,370.0,37.8
202304,아시아,기타,공용,251.0,69.0,263.8
202304,아시아,기타,유학연수,67.0,62.0,8.1
202304,아시아,기타,기타,3874.0,2233.0,73.5
202304,아시아,기타,전체,6765.0,2904.0,133.0
202304,아메리카,연도대륙,관광,114481.0,23222.0,393.0
202304,아메리카,연도대륙,상용,355.0,164.0,116.5
202304,아메리카,연도대륙,공용,3344.0,1373.0,143.6
202304,아메리카,연도대륙,유학연수,155.0,38.0,307.9
202304,아메리카,연도대륙,기타,19538.0,13196.0,48.1
202304,아메리카,연도대륙,전체,137873.0,37993.0,262.9
202304,아메리카,미국,관광,90404.0,19169.0,371.6
202304,아메리카,미국,상용,254.0,113.0,124.8
202304,아메리카,미국,공용,3261.0,1321.0,146.9
202304,아메리카,미국,유학연수,117.0,17.0,588.2
202304,아메리카,미국,기타,14782.0,10262.0,44.0
202304,아메리카,미국,전체,108818.0,30882.0,252.4
202304,아메리카,캐나다,관광,17503.0,3012.0,481.1
202304,아메리카,캐나다,상용,31.0,22.0,40.9
202304,아메리카,캐나다,공용,31.0,24.0,29.2
202304,아메리카,캐나다,유학연수,7.0,6.0,16.7
202304,아메리카,캐나다,기타,3253.0,2495.0,30.4
202304,아메리카,캐나다,전체,20825.0,5559.0,274.6
202304,아메리카,브라질,관광,1739.0,257.0,576.7
202304,아메리카,브라질,상용,40.0,15.0,166.7
202304,아메리카,브라질,공용,5.0,2.0,150.0
202304,아메리카,브라질,유학연수,7.0,5.0,40.0
202304,아메리카,브라질,기타,379.0,119.0,218.5
202304,아메리카,브라질,전체,2170.0,398.0,445.2
202304,아메리카,멕시코,관광,2207.0,316.0,598.4
202304,아메리카,멕시코,상용,6.0,2.0,200.0
202304,아메리카,멕시코,공용,7.0,6.0,16.7
202304,아메리카,멕시코,유학연수,8.0,3.0,166.7
202304,아메리카,멕시코,기타,283.0,185.0,53.0
202304,아메리카,멕시코,전체,2511.0,512.0,390.4
202304,아메리카,기타,관광,2628.0,468.0,461.5
202304,아메리카,기타,상용,24.0,12.0,100.0
202304,아메리카,기타,공용,40.0,20.0,100.0
202304,아메리카,기타,유학연수,16.0,7.0,128.6
202304,아메리카,기타,기타,841.0,135.0,523.0
202304,아메리카,기타,전체,3549.0,642.0,452.8
202304,유럽,연도대륙,관광,84481.0,12859.0,557.0
202304,유럽,연도대륙,상용,756.0,342.0,121.1
202304,유럽,연도대륙,공용,218.0,84.0,159.5
202304,유럽,연도대륙,유학연수,343.0,87.0,294.3
202304,유럽,연도대륙,기타,17176.0,8290.0,107.2
202304,유럽,연도대륙,전체,102974.0,21662.0,375.4
202304,유럽,러시아,관광,8634.0,770.0,1_021.3
202304,유럽,러시아,상용,81.0,60.0,35.0
202304,유럽,러시아,공용,3.0,5.0,-40.0
202304,유럽,러시아,유학연수,43.0,14.0,207.1
202304,유럽,러시아,기타,6422.0,1878.0,242.0
202304,유럽,러시아,전체,15183.0,2727.0,456.8
202304,유럽,영국,관광,14150.0,1711.0,727.0
202304,유럽,영국,상용,80.0,37.0,116.2
202304,유럽,영국,공용,16.0,9.0,77.8
202304,유럽,영국,유학연수,16.0,3.0,433.3
202304,유럽,영국,기타,1011.0,385.0,162.6
202304,유럽,영국,전체,15273.0,2145.0,612.0
